,Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-19,"3,184",144,46.34%,12.95%,12.78%,10.75%,9.87%,9.34%,8.81%,8.55%,8.02%,7.58%,7.31%,32.60%,6.96%,6.52%,5.64%,5.20%,5.55%,5.11%,5.99%,5.29%,4.49%,4.67%,24.93%,22.56%,21.67%,19.03%,16.48%,14.19%,12.69%,687,30,52.40%,14.07%,12.28%,10.18%,10.18%,9.58%,8.38%,9.88%,9.88%,10.78%,8.68%,36.23%,7.49%,6.89%,8.68%,7.49%,6.89%,8.68%,7.19%,6.29%,6.29%,6.59%,26.65%,24.85%,19.16%,18.26%,15.87%,12.87%,14.07%
27-Sep-19,"3,497",167,44.07%,12.37%,10.65%,10.22%,10.14%,9.19%,9.36%,7.82%,8.16%,7.04%,7.73%,31.19%,7.99%,7.47%,5.41%,6.10%,6.19%,5.76%,5.33%,5.41%,4.47%,4.73%,26.80%,21.56%,19.76%,15.98%,15.38%,11.68%,12.71%,708,46,55.34%,18.70%,16.41%,16.03%,16.41%,14.89%,15.65%,12.60%,12.21%,12.60%,12.98%,41.22%,11.83%,9.92%,11.07%,12.21%,8.78%,8.40%,10.69%,10.31%,6.87%,6.11%,35.50%,33.97%,28.24%,23.66%,25.57%,17.94%,19.08%
28-Sep-19,"3,739",195,45.94%,12.63%,11.16%,10.99%,9.19%,10.09%,7.79%,7.30%,8.37%,7.14%,6.64%,32.65%,6.64%,7.05%,6.81%,6.15%,5.33%,5.91%,5.25%,4.51%,4.35%,3.69%,25.10%,22.81%,20.67%,16.65%,16.57%,14.93%,12.88%,860,62,47.61%,14.93%,12.68%,12.39%,13.52%,11.55%,9.01%,10.14%,9.30%,7.89%,8.45%,31.27%,9.01%,7.32%,6.76%,7.61%,8.17%,6.48%,6.48%,5.07%,7.32%,5.35%,28.45%,21.13%,19.44%,18.87%,14.65%,12.96%,14.37%
29-Sep-19,"4,118",214,44.03%,10.49%,11.41%,9.58%,10.11%,8.97%,7.38%,8.59%,8.14%,7.00%,7.38%,30.65%,5.93%,6.77%,5.78%,4.94%,5.93%,5.48%,5.25%,5.02%,4.87%,3.80%,24.94%,21.14%,18.17%,16.50%,14.75%,13.08%,12.02%,912,105,54.57%,14.83%,15.77%,12.93%,12.30%,10.73%,9.15%,9.46%,9.78%,10.73%,13.25%,38.80%,8.83%,9.78%,9.78%,10.09%,8.83%,9.15%,8.52%,7.89%,6.94%,5.99%,30.28%,26.18%,25.87%,20.82%,20.50%,19.24%,17.35%
30-Sep-19,"3,512",95,42.36%,12.07%,10.59%,10.10%,10.59%,10.10%,8.62%,7.88%,8.87%,7.88%,7.88%,29.06%,6.40%,5.91%,5.42%,7.39%,6.40%,4.93%,4.43%,4.43%,3.45%,4.43%,23.89%,17.73%,15.02%,15.52%,13.30%,12.07%,9.11%,750,54,43.66%,18.31%,16.90%,15.49%,16.90%,14.08%,14.08%,14.08%,9.86%,16.90%,11.27%,25.35%,15.49%,11.27%,9.86%,11.27%,12.68%,9.86%,9.86%,9.86%,7.04%,7.04%,28.17%,25.35%,19.72%,21.13%,19.72%,16.90%,22.54%
01-Oct-19,"2,965",112,39.91%,9.63%,8.26%,9.17%,8.26%,10.09%,6.42%,10.09%,6.88%,5.50%,6.42%,29.36%,6.42%,6.42%,5.96%,5.50%,5.05%,5.50%,4.59%,5.96%,6.42%,5.50%,24.31%,20.18%,15.60%,15.60%,14.22%,8.72%,11.01%,647,37,30.00%,7.50%,7.50%,7.50%,7.50%,5.00%,5.00%,2.50%,7.50%,2.50%,5.00%,27.50%,5.00%,2.50%,5.00%,7.50%,5.00%,2.50%,2.50%,2.50%,2.50%,2.50%,17.50%,15.00%,15.00%,10.00%,5.00%,5.00%,5.00%
02-Oct-19,"2,694",68,41.22%,9.46%,7.43%,8.78%,9.46%,9.46%,10.14%,7.43%,7.43%,9.46%,7.43%,25.00%,6.76%,6.76%,4.73%,4.05%,5.41%,5.41%,5.41%,5.41%,4.73%,4.73%,18.24%,21.62%,15.54%,13.51%,14.86%,13.51%,12.16%,549,34,35.71%,7.14%,7.14%,3.57%,7.14%,10.71%,0.00%,3.57%,7.14%,7.14%,7.14%,28.57%,3.57%,7.14%,7.14%,7.14%,7.14%,3.57%,3.57%,0.00%,3.57%,3.57%,25.00%,21.43%,10.71%,17.86%,10.71%,10.71%,10.71%
03-Oct-19,"2,581",92,37.18%,8.33%,6.41%,8.97%,7.69%,8.33%,7.05%,8.97%,7.69%,7.69%,5.77%,28.21%,6.41%,8.33%,5.77%,5.77%,5.13%,4.49%,4.49%,5.13%,3.21%,1.92%,21.15%,14.10%,16.03%,15.38%,13.46%,10.90%,8.33%,506,26,36.36%,4.55%,9.09%,9.09%,9.09%,4.55%,4.55%,9.09%,4.55%,4.55%,0.00%,18.18%,0.00%,0.00%,0.00%,4.55%,0.00%,9.09%,4.55%,0.00%,4.55%,0.00%,18.18%,13.64%,9.09%,9.09%,4.55%,4.55%,9.09%
04-Oct-19,"2,250",76,48.32%,8.72%,9.40%,8.72%,6.04%,7.38%,8.72%,6.04%,8.72%,7.38%,7.38%,29.53%,6.04%,5.37%,6.71%,4.70%,4.70%,4.70%,4.70%,4.70%,4.70%,4.70%,28.19%,19.46%,20.81%,15.44%,14.09%,10.74%,7.38%,485,27,50.00%,20.00%,20.00%,20.00%,15.00%,15.00%,20.00%,10.00%,10.00%,15.00%,15.00%,35.00%,10.00%,15.00%,15.00%,15.00%,5.00%,0.00%,5.00%,10.00%,5.00%,10.00%,50.00%,25.00%,25.00%,25.00%,20.00%,25.00%,30.00%
05-Oct-19,"2,157",95,44.71%,14.71%,14.12%,11.76%,8.82%,11.18%,8.82%,8.82%,10.00%,11.76%,8.82%,30.59%,7.65%,8.82%,7.06%,7.06%,8.82%,4.71%,4.71%,5.29%,5.88%,4.71%,24.71%,20.00%,21.18%,19.41%,20.00%,12.94%,17.06%,454,25,26.32%,10.53%,15.79%,5.26%,21.05%,21.05%,15.79%,10.53%,15.79%,10.53%,10.53%,21.05%,5.26%,0.00%,5.26%,5.26%,0.00%,5.26%,5.26%,5.26%,10.53%,10.53%,15.79%,15.79%,15.79%,15.79%,10.53%,15.79%,5.26%
06-Oct-19,"2,144",86,47.24%,12.27%,9.20%,9.82%,9.82%,12.27%,7.36%,7.36%,7.98%,9.20%,7.98%,29.45%,5.52%,5.52%,4.91%,6.75%,4.91%,6.75%,3.68%,4.91%,6.13%,3.07%,23.93%,21.47%,20.86%,17.79%,17.79%,12.88%,9.20%,433,15,36.84%,21.05%,15.79%,15.79%,15.79%,15.79%,15.79%,21.05%,21.05%,21.05%,15.79%,36.84%,21.05%,15.79%,15.79%,21.05%,26.32%,15.79%,15.79%,10.53%,10.53%,15.79%,10.53%,15.79%,10.53%,15.79%,10.53%,15.79%,21.05%
07-Oct-19,"2,054",67,33.13%,10.63%,8.75%,5.63%,5.63%,5.00%,6.25%,7.50%,6.25%,7.50%,7.50%,21.25%,6.88%,6.88%,5.00%,5.63%,6.88%,3.75%,5.00%,5.00%,6.25%,4.38%,20.00%,18.75%,13.75%,12.50%,13.13%,11.25%,9.38%,434,16,44.00%,12.00%,12.00%,12.00%,12.00%,16.00%,4.00%,16.00%,8.00%,8.00%,4.00%,28.00%,4.00%,4.00%,0.00%,0.00%,0.00%,0.00%,4.00%,4.00%,4.00%,4.00%,16.00%,24.00%,20.00%,20.00%,12.00%,16.00%,20.00%
08-Oct-19,"1,919",72,41.22%,8.40%,7.63%,8.40%,6.87%,6.11%,7.63%,8.40%,6.11%,3.82%,5.34%,29.01%,6.11%,5.34%,3.82%,3.82%,4.58%,4.58%,4.58%,4.58%,3.82%,3.05%,16.03%,16.79%,15.27%,12.98%,11.45%,9.92%,8.40%,406,7,23.08%,0.00%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,0.00%,7.69%,7.69%,15.38%,7.69%,7.69%,0.00%,7.69%,7.69%,7.69%,15.38%,7.69%,0.00%,7.69%,0.00%,7.69%,7.69%,0.00%,7.69%,7.69%
09-Oct-19,"1,853",61,38.97%,9.56%,8.82%,9.56%,8.09%,7.35%,5.15%,7.35%,6.62%,7.35%,7.35%,33.09%,4.41%,6.62%,5.88%,3.68%,5.88%,6.62%,6.62%,5.15%,2.94%,4.41%,21.32%,13.24%,17.65%,12.50%,9.56%,11.03%,8.82%,362,28,22.22%,5.56%,5.56%,5.56%,11.11%,11.11%,5.56%,5.56%,5.56%,5.56%,5.56%,22.22%,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.56%,11.11%,16.67%,11.11%,16.67%,5.56%,5.56%,5.56%
10-Oct-19,"1,844",46,38.41%,12.58%,11.92%,12.58%,9.93%,12.58%,10.60%,9.93%,7.95%,9.93%,10.60%,24.50%,9.93%,8.61%,9.27%,8.61%,9.27%,8.61%,9.27%,7.28%,6.62%,6.62%,27.81%,17.88%,22.52%,18.54%,15.89%,15.89%,11.26%,350,25,30.77%,0.00%,0.00%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.69%,15.38%,0.00%,0.00%,0.00%,7.69%,0.00%
11-Oct-19,"1,767",71,38.60%,12.87%,11.11%,13.45%,12.87%,12.87%,11.11%,9.94%,11.11%,12.87%,13.45%,31.58%,8.19%,8.77%,8.19%,7.02%,8.19%,8.77%,5.85%,5.85%,5.85%,4.68%,28.07%,22.22%,16.37%,18.71%,16.37%,14.62%,12.87%,338,23,33.33%,14.29%,4.76%,9.52%,4.76%,0.00%,4.76%,9.52%,4.76%,14.29%,0.00%,23.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.76%,0.00%,0.00%,4.76%,14.29%,9.52%,9.52%,14.29%,28.57%,9.52%,9.52%
12-Oct-19,"1,694",72,38.30%,11.35%,13.48%,8.51%,9.93%,5.67%,8.51%,7.09%,9.22%,8.51%,7.09%,24.82%,4.96%,4.96%,7.09%,4.96%,4.96%,7.09%,6.38%,7.09%,8.51%,5.67%,18.44%,16.31%,14.18%,12.77%,12.06%,16.31%,10.64%,340,22,29.41%,11.76%,11.76%,11.76%,17.65%,11.76%,11.76%,5.88%,11.76%,0.00%,5.88%,23.53%,0.00%,5.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.65%,23.53%,17.65%,17.65%,17.65%,11.76%,11.76%
13-Oct-19,"1,695",88,40.36%,12.05%,12.05%,9.04%,10.84%,9.04%,5.42%,7.83%,7.23%,4.22%,4.22%,26.51%,4.82%,7.23%,4.82%,6.02%,4.82%,4.22%,3.01%,4.82%,6.02%,1.81%,27.11%,16.87%,16.87%,14.46%,14.46%,12.05%,12.05%,303,21,23.53%,0.00%,0.00%,5.88%,0.00%,0.00%,5.88%,0.00%,5.88%,5.88%,5.88%,23.53%,5.88%,5.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.88%,11.76%,11.76%,5.88%,5.88%,0.00%,0.00%
14-Oct-19,"1,675",93,44.38%,13.13%,11.25%,10.63%,10.63%,9.38%,12.50%,10.00%,10.00%,8.75%,6.88%,31.25%,6.88%,8.13%,8.13%,6.25%,8.13%,5.63%,5.00%,4.38%,5.63%,3.75%,23.75%,21.88%,16.88%,16.25%,13.13%,11.88%,10.00%,318,17,39.13%,13.04%,8.70%,13.04%,17.39%,13.04%,17.39%,17.39%,13.04%,13.04%,13.04%,39.13%,13.04%,13.04%,13.04%,8.70%,8.70%,8.70%,8.70%,8.70%,8.70%,8.70%,34.78%,21.74%,17.39%,8.70%,13.04%,13.04%,13.04%
15-Oct-19,"1,674",102,37.06%,10.59%,8.82%,10.00%,10.00%,10.00%,7.06%,8.24%,8.24%,8.24%,5.88%,29.41%,5.29%,5.88%,7.06%,6.47%,7.06%,4.71%,4.71%,7.06%,5.29%,4.12%,18.24%,19.41%,19.41%,15.88%,13.53%,12.94%,8.24%,304,16,57.89%,26.32%,21.05%,15.79%,10.53%,15.79%,21.05%,21.05%,5.26%,10.53%,10.53%,31.58%,15.79%,10.53%,0.00%,0.00%,5.26%,5.26%,5.26%,5.26%,10.53%,10.53%,36.84%,26.32%,26.32%,26.32%,21.05%,26.32%,15.79%
16-Oct-19,"1,668",143,41.52%,7.02%,7.60%,8.19%,9.36%,7.02%,7.02%,7.60%,7.02%,8.19%,7.60%,26.32%,5.85%,7.02%,6.43%,5.85%,6.43%,4.09%,5.26%,6.43%,4.09%,5.26%,21.64%,15.79%,14.04%,12.87%,14.04%,14.04%,10.53%,298,15,30.43%,17.39%,17.39%,4.35%,8.70%,8.70%,13.04%,13.04%,13.04%,13.04%,4.35%,21.74%,13.04%,8.70%,8.70%,17.39%,8.70%,4.35%,8.70%,13.04%,8.70%,8.70%,17.39%,21.74%,21.74%,21.74%,13.04%,17.39%,8.70%
17-Oct-19,"1,611",89,38.85%,14.39%,12.23%,13.67%,13.67%,10.07%,12.23%,10.79%,8.63%,10.07%,7.19%,31.65%,9.35%,7.19%,6.47%,5.76%,5.76%,7.91%,8.63%,6.47%,3.60%,3.60%,20.86%,23.02%,17.27%,16.55%,15.83%,15.83%,13.67%,282,15,36.84%,0.00%,5.26%,15.79%,10.53%,15.79%,10.53%,10.53%,5.26%,0.00%,5.26%,15.79%,5.26%,5.26%,5.26%,5.26%,5.26%,0.00%,5.26%,0.00%,5.26%,0.00%,15.79%,21.05%,15.79%,21.05%,21.05%,10.53%,0.00%
18-Oct-19,"1,582",138,34.11%,12.40%,7.75%,7.75%,6.98%,7.75%,7.75%,6.20%,5.43%,6.20%,3.88%,24.03%,0.78%,5.43%,3.10%,3.88%,3.10%,0.78%,1.55%,3.10%,3.10%,2.33%,19.38%,18.60%,13.95%,13.95%,13.95%,14.73%,8.53%,311,17,13.33%,0.00%,0.00%,6.67%,0.00%,6.67%,0.00%,6.67%,0.00%,0.00%,6.67%,6.67%,0.00%,6.67%,0.00%,0.00%,6.67%,0.00%,6.67%,0.00%,0.00%,0.00%,0.00%,13.33%,0.00%,6.67%,0.00%,0.00%,6.67%
19-Oct-19,"1,468",80,43.65%,11.90%,15.08%,11.90%,11.11%,9.52%,8.73%,10.32%,7.94%,5.56%,4.76%,28.57%,1.59%,3.17%,4.76%,0.00%,4.76%,3.97%,3.97%,3.17%,2.38%,4.76%,27.78%,26.19%,17.46%,17.46%,19.84%,17.46%,12.70%,275,5,33.33%,19.05%,14.29%,14.29%,19.05%,14.29%,4.76%,4.76%,4.76%,4.76%,4.76%,4.76%,4.76%,9.52%,9.52%,4.76%,9.52%,9.52%,4.76%,4.76%,4.76%,0.00%,4.76%,14.29%,9.52%,19.05%,9.52%,19.05%,14.29%
20-Oct-19,"1,552",127,43.31%,8.28%,8.92%,8.92%,9.55%,9.55%,5.73%,5.73%,5.10%,6.37%,2.55%,29.30%,1.27%,2.55%,2.55%,3.18%,2.55%,2.55%,2.55%,1.91%,3.18%,3.18%,26.75%,21.02%,17.20%,13.38%,15.92%,12.10%,10.19%,276,6,35.00%,15.00%,15.00%,15.00%,15.00%,10.00%,10.00%,10.00%,0.00%,0.00%,0.00%,25.00%,10.00%,10.00%,5.00%,5.00%,10.00%,5.00%,5.00%,10.00%,5.00%,5.00%,15.00%,15.00%,25.00%,15.00%,10.00%,10.00%,15.00%
21-Oct-19,"1,450",136,52.48%,20.79%,17.82%,17.82%,11.88%,14.85%,11.88%,14.85%,12.87%,10.89%,10.89%,38.61%,11.88%,11.88%,8.91%,9.90%,5.94%,8.91%,8.91%,10.89%,8.91%,10.89%,30.69%,27.72%,28.71%,24.75%,24.75%,20.79%,22.77%,272,10,31.58%,21.05%,21.05%,10.53%,21.05%,10.53%,10.53%,15.79%,10.53%,10.53%,15.79%,31.58%,10.53%,10.53%,10.53%,10.53%,10.53%,5.26%,5.26%,5.26%,5.26%,0.00%,21.05%,21.05%,15.79%,26.32%,15.79%,10.53%,15.79%
22-Oct-19,"1,465",99,45.45%,11.57%,10.74%,9.92%,9.92%,12.40%,9.09%,9.09%,9.92%,11.57%,6.61%,31.40%,5.79%,7.44%,4.96%,8.26%,4.96%,6.61%,5.79%,8.26%,4.96%,4.96%,24.79%,23.14%,22.31%,21.49%,16.53%,16.53%,14.05%,264,23,41.67%,25.00%,33.33%,16.67%,16.67%,16.67%,0.00%,0.00%,8.33%,8.33%,8.33%,25.00%,0.00%,0.00%,0.00%,8.33%,0.00%,0.00%,8.33%,0.00%,0.00%,0.00%,33.33%,25.00%,33.33%,16.67%,25.00%,33.33%,16.67%
23-Oct-19,"1,561",102,37.69%,9.23%,10.77%,12.31%,10.00%,11.54%,6.15%,6.92%,6.15%,6.92%,7.69%,30.77%,8.46%,4.62%,3.85%,3.85%,3.08%,6.15%,0.77%,3.85%,2.31%,3.08%,21.54%,19.23%,20.00%,14.62%,13.85%,12.31%,13.08%,273,5,52.94%,23.53%,11.76%,17.65%,11.76%,11.76%,11.76%,17.65%,11.76%,11.76%,11.76%,41.18%,11.76%,11.76%,17.65%,11.76%,11.76%,11.76%,11.76%,11.76%,5.88%,17.65%,17.65%,17.65%,29.41%,23.53%,23.53%,17.65%,17.65%
24-Oct-19,"1,495",138,47.97%,13.82%,10.57%,9.76%,10.57%,11.38%,6.50%,7.32%,7.32%,9.76%,7.32%,36.59%,4.88%,5.69%,4.07%,4.88%,5.69%,5.69%,6.50%,3.25%,6.50%,5.69%,28.46%,29.27%,19.51%,23.58%,17.07%,17.07%,15.45%,284,18,29.41%,5.88%,0.00%,5.88%,5.88%,0.00%,5.88%,5.88%,5.88%,5.88%,5.88%,23.53%,11.76%,0.00%,5.88%,5.88%,5.88%,5.88%,5.88%,0.00%,5.88%,5.88%,11.76%,5.88%,5.88%,5.88%,0.00%,17.65%,0.00%
25-Oct-19,"1,438",101,48.78%,18.70%,13.82%,12.20%,17.07%,13.82%,14.63%,13.01%,11.38%,11.38%,9.76%,43.09%,7.32%,12.20%,8.13%,9.76%,6.50%,8.94%,6.50%,7.32%,7.32%,5.69%,30.08%,26.02%,23.58%,17.89%,21.95%,16.26%,17.89%,264,15,20.00%,10.00%,10.00%,5.00%,5.00%,5.00%,0.00%,5.00%,5.00%,5.00%,10.00%,25.00%,5.00%,0.00%,5.00%,0.00%,5.00%,5.00%,5.00%,10.00%,0.00%,5.00%,10.00%,15.00%,10.00%,10.00%,15.00%,10.00%,10.00%
26-Oct-19,"1,411",99,39.69%,16.79%,13.74%,15.27%,12.98%,15.27%,12.98%,12.98%,14.50%,12.98%,12.21%,30.53%,11.45%,9.16%,10.69%,8.40%,9.16%,8.40%,9.16%,9.16%,9.16%,9.16%,26.72%,26.72%,24.43%,17.56%,20.61%,15.27%,16.79%,245,7,50.00%,4.55%,9.09%,4.55%,9.09%,4.55%,4.55%,4.55%,4.55%,4.55%,4.55%,22.73%,4.55%,4.55%,4.55%,9.09%,9.09%,4.55%,9.09%,9.09%,4.55%,4.55%,9.09%,13.64%,13.64%,9.09%,13.64%,13.64%,13.64%
27-Oct-19,"1,413",135,46.61%,14.41%,17.80%,16.95%,15.25%,12.71%,12.71%,14.41%,11.02%,11.02%,8.47%,37.29%,9.32%,8.47%,7.63%,8.47%,9.32%,7.63%,9.32%,11.86%,9.32%,9.32%,27.97%,29.66%,25.42%,24.58%,16.95%,21.19%,20.34%,259,15,26.32%,15.79%,21.05%,15.79%,15.79%,10.53%,10.53%,15.79%,15.79%,10.53%,5.26%,36.84%,10.53%,0.00%,15.79%,5.26%,10.53%,10.53%,15.79%,15.79%,10.53%,5.26%,36.84%,26.32%,31.58%,26.32%,26.32%,10.53%,21.05%
28-Oct-19,"1,422",104,36.84%,14.91%,12.28%,13.16%,12.28%,8.77%,7.89%,9.65%,7.02%,6.14%,5.26%,30.70%,5.26%,7.02%,6.14%,3.51%,3.51%,4.39%,3.51%,5.26%,3.51%,3.51%,24.56%,21.05%,20.18%,19.30%,14.91%,16.67%,11.40%,247,8,35.29%,17.65%,17.65%,23.53%,11.76%,17.65%,17.65%,11.76%,17.65%,17.65%,11.76%,35.29%,11.76%,17.65%,17.65%,17.65%,17.65%,17.65%,17.65%,11.76%,5.88%,11.76%,23.53%,17.65%,17.65%,11.76%,17.65%,17.65%,11.76%
29-Oct-19,"1,410",115,45.38%,12.31%,10.77%,10.77%,12.31%,9.23%,7.69%,8.46%,9.23%,6.92%,6.15%,28.46%,6.15%,6.15%,4.62%,6.15%,5.38%,6.92%,7.69%,6.15%,5.38%,6.92%,17.69%,20.77%,17.69%,15.38%,16.15%,14.62%,14.62%,245,5,27.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.56%,5.56%,5.56%,0.00%,11.11%,0.00%,0.00%,0.00%,0.00%,0.00%,5.56%,0.00%,0.00%,0.00%,0.00%,11.11%,5.56%,5.56%,5.56%,0.00%,5.56%,0.00%
30-Oct-19,"1,399",134,39.25%,9.35%,9.35%,11.21%,7.48%,6.54%,6.54%,5.61%,9.35%,6.54%,4.67%,27.10%,5.61%,7.48%,5.61%,4.67%,5.61%,6.54%,7.48%,5.61%,6.54%,5.61%,20.56%,24.30%,16.82%,14.95%,14.95%,13.08%,8.41%,242,13,42.86%,0.00%,7.14%,0.00%,7.14%,0.00%,0.00%,0.00%,7.14%,7.14%,0.00%,21.43%,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,0.00%,0.00%,14.29%,7.14%,7.14%,0.00%,0.00%,7.14%,0.00%
31-Oct-19,"1,327",116,45.30%,16.24%,17.09%,12.82%,14.53%,9.40%,11.11%,6.84%,9.40%,10.26%,11.11%,39.32%,7.69%,7.69%,5.13%,7.69%,6.84%,7.69%,9.40%,7.69%,5.98%,4.27%,30.77%,22.22%,23.93%,18.80%,19.66%,17.95%,11.97%,230,16,36.36%,18.18%,18.18%,18.18%,18.18%,18.18%,9.09%,18.18%,18.18%,18.18%,18.18%,45.45%,9.09%,9.09%,9.09%,9.09%,9.09%,9.09%,9.09%,9.09%,9.09%,9.09%,27.27%,27.27%,27.27%,36.36%,27.27%,27.27%,18.18%
01-Nov-19,"1,304",126,46.28%,13.22%,15.70%,9.92%,9.92%,9.92%,10.74%,9.09%,10.74%,9.92%,11.57%,30.58%,10.74%,10.74%,9.92%,11.57%,8.26%,10.74%,10.74%,9.92%,9.09%,8.26%,21.49%,23.14%,19.83%,18.18%,16.53%,14.88%,14.05%,218,10,35.71%,14.29%,14.29%,14.29%,28.57%,21.43%,7.14%,14.29%,21.43%,21.43%,14.29%,21.43%,14.29%,28.57%,14.29%,21.43%,14.29%,21.43%,21.43%,14.29%,14.29%,14.29%,35.71%,21.43%,14.29%,7.14%,35.71%,7.14%,7.14%
02-Nov-19,"1,304",123,45.83%,10.00%,7.50%,7.50%,9.17%,10.83%,7.50%,6.67%,9.17%,7.50%,6.67%,29.17%,7.50%,6.67%,11.67%,10.83%,10.83%,6.67%,10.83%,7.50%,9.17%,10.00%,30.00%,20.00%,16.67%,19.17%,18.33%,13.33%,15.00%,214,19,22.22%,11.11%,0.00%,11.11%,11.11%,11.11%,0.00%,0.00%,11.11%,11.11%,0.00%,22.22%,11.11%,11.11%,11.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.22%,33.33%,33.33%,22.22%,0.00%,0.00%,0.00%
03-Nov-19,"1,343",119,38.24%,10.29%,8.09%,7.35%,5.88%,8.09%,3.68%,6.62%,5.15%,4.41%,4.41%,22.06%,5.88%,4.41%,3.68%,4.41%,4.41%,3.68%,5.15%,2.94%,4.41%,2.94%,19.85%,16.91%,13.24%,11.76%,11.03%,9.56%,11.03%,219,22,33.33%,0.00%,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.56%,16.67%,0.00%,0.00%,0.00%,0.00%,5.56%,5.56%,0.00%,0.00%,0.00%,0.00%,11.11%,11.11%,5.56%,11.11%,5.56%,5.56%,0.00%
04-Nov-19,"1,285",96,33.64%,11.21%,10.28%,10.28%,6.54%,11.21%,9.35%,6.54%,5.61%,4.67%,8.41%,26.17%,9.35%,11.21%,5.61%,8.41%,6.54%,7.48%,8.41%,5.61%,8.41%,5.61%,18.69%,19.63%,15.89%,17.76%,16.82%,14.95%,12.15%,222,8,30.00%,10.00%,10.00%,5.00%,10.00%,10.00%,10.00%,5.00%,5.00%,5.00%,5.00%,20.00%,5.00%,5.00%,5.00%,5.00%,10.00%,10.00%,5.00%,5.00%,5.00%,5.00%,15.00%,25.00%,20.00%,10.00%,15.00%,10.00%,10.00%
05-Nov-19,"1,263",151,44.55%,13.86%,8.91%,7.92%,6.93%,9.90%,12.87%,8.91%,8.91%,11.88%,12.87%,33.66%,9.90%,10.89%,7.92%,7.92%,9.90%,5.94%,6.93%,11.88%,6.93%,3.96%,26.73%,23.76%,19.80%,18.81%,11.88%,14.85%,11.88%,204,13,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,25.00%,0.00%,12.50%,12.50%,0.00%,0.00%
06-Nov-19,"1,187",104,44.35%,8.70%,8.70%,12.17%,6.09%,8.70%,9.57%,7.83%,6.09%,8.70%,10.43%,27.83%,9.57%,6.09%,8.70%,6.96%,6.09%,3.48%,4.35%,8.70%,5.22%,4.35%,25.22%,23.48%,20.87%,14.78%,14.78%,13.04%,10.43%,175,13,69.23%,23.08%,15.38%,15.38%,15.38%,15.38%,15.38%,7.69%,15.38%,15.38%,7.69%,46.15%,15.38%,15.38%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,38.46%,30.77%,30.77%,23.08%,23.08%,23.08%,23.08%
07-Nov-19,"1,173",145,44.95%,22.02%,20.18%,21.10%,22.94%,17.43%,18.35%,17.43%,17.43%,16.51%,14.68%,30.28%,11.01%,14.68%,12.84%,16.51%,16.51%,11.93%,10.09%,15.60%,12.84%,11.93%,28.44%,23.85%,21.10%,23.85%,20.18%,23.85%,19.27%,195,4,47.06%,0.00%,0.00%,0.00%,5.88%,0.00%,0.00%,0.00%,5.88%,5.88%,0.00%,5.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.88%,0.00%,23.53%,5.88%,17.65%,5.88%,0.00%,5.88%,0.00%
08-Nov-19,"1,198",125,33.05%,10.17%,9.32%,6.78%,7.63%,9.32%,9.32%,8.47%,5.08%,7.63%,5.93%,28.81%,5.93%,4.24%,3.39%,1.69%,4.24%,5.08%,3.39%,3.39%,4.24%,2.54%,16.10%,16.10%,16.10%,16.10%,15.25%,9.32%,7.63%,220,7,55.56%,0.00%,5.56%,5.56%,5.56%,11.11%,11.11%,0.00%,0.00%,0.00%,5.56%,27.78%,5.56%,11.11%,11.11%,5.56%,5.56%,5.56%,5.56%,0.00%,5.56%,5.56%,16.67%,11.11%,22.22%,27.78%,11.11%,11.11%,16.67%
09-Nov-19,"1,184",131,34.97%,6.99%,8.39%,6.29%,7.69%,8.39%,6.99%,6.99%,7.69%,8.39%,7.69%,25.87%,5.59%,7.69%,8.39%,6.99%,6.99%,4.90%,6.99%,3.50%,4.90%,5.59%,25.17%,18.18%,16.08%,15.38%,11.19%,6.99%,4.20%,219,4,45.00%,10.00%,15.00%,10.00%,15.00%,10.00%,5.00%,0.00%,10.00%,5.00%,5.00%,15.00%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,25.00%,20.00%,20.00%,5.00%,10.00%,5.00%
